Unnamed: 0,artists,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
13346,Felix Da Housecat,Hunting Season,11,250466,False,0.712,0.694,10,-8.761,0,0.0355,0.00317,0.0677,0.0923,0.865,143.802,4,chicago-house
13347,Felix Da Housecat;Sasha,Watching Cars Go By - Sasha Remix,11,713202,False,0.735,0.832,2,-6.198,1,0.0455,0.00394,0.754,0.544,0.224,131.995,4,chicago-house
13348,Frankie Knuckles,Right Thing,11,307466,False,0.726,0.743,6,-11.927,0,0.0333,0.0711,0.000126,0.0491,0.961,118.364,4,chicago-house
13349,Sterling Void,Runaway Girl - Cube's Recovery Mix 2009,10,560692,False,0.674,0.693,11,-10.005,0,0.0395,0.000276,0.936,0.0887,0.302,124.982,4,chicago-house
13350,Paul Johnson,Get Get Down - Original Mix,39,551999,False,0.906,0.918,5,-8.041,0,0.0839,0.000146,0.845,0.116,0.51,126.953,4,chicago-house
13351,Phuture,Acid Tracks,32,739626,False,0.795,0.861,6,-16.921,1,0.0744,0.0308,0.914,0.113,0.537,120.44,4,chicago-house
13352,"Steve ""Silk"" Hurley",Jack Your Body - 1986 Club Mix,41,306231,False,0.803,0.84,1,-7.715,1,0.0852,0.017,0.0936,0.114,0.943,122.543,4,chicago-house
13353,dj funk,Bitches,10,162120,False,0.981,0.776,11,-7.288,0,0.259,0.0307,5.43e-06,0.185,0.727,128.106,4,chicago-house
13354,Steve Poindexter,Express,10,312533,False,0.793,0.632,6,-13.029,0,0.0926,0.00114,0.889,0.0869,0.358,131.641,4,chicago-house
13355,Paul Johnson,I Can Make You A Big Freak,10,507987,False,0.844,0.792,1,-6.418,1,0.049,5.16e-06,0.362,0.079,0.46,126.034,4,chicago-house
13356,Cajmere;Dajae;Mihalis Safras,Satisfy (Mihalis Safras Remix),11,223004,False,0.822,0.953,1,-6.524,0,0.0679,0.000418,0.664,0.331,0.6,126.0,4,chicago-house
13357,Ron Trent,Never Too Far,11,164840,False,0.669,0.401,2,-11.852,1,0.211,0.336,0.902,0.0823,0.574,175.983,4,chicago-house
13358,Cajmere;Dajae,Satisfy - Tiger Stripes and Pleasurekraft Mix,11,369000,False,0.892,0.879,9,-6.094,0,0.152,0.00366,0.513,0.0452,0.376,126.0,4,chicago-house
13359,Fast Eddie,Behind Eddie's Groove,9,431718,False,0.771,0.769,11,-10.529,1,0.0684,0.0029,0.85,0.328,0.425,129.02,4,chicago-house
13360,Paul Johnson,Y All Stole Them Dances - Original Mix,10,319352,False,0.804,0.851,11,-9.786,0,0.145,0.00101,0.0107,0.261,0.607,132.813,4,chicago-house
13361,Glenn Underground,C.V.O. Trance,10,483557,False,0.704,0.833,4,-8.285,0,0.0805,0.00345,0.903,0.0741,0.961,123.984,4,chicago-house
13362,Glenn Underground,Man on Fire,9,438024,False,0.707,0.86,6,-8.273,1,0.0488,0.0352,0.93,0.247,0.605,123.024,4,chicago-house
13363,Armando,100% of Dissin You - Armando's Dis Mix,10,510293,False,0.835,0.708,7,-9.34,1,0.132,0.00792,0.858,0.317,0.611,127.096,4,chicago-house
13364,DJ Sneak;Tripmastaz;Rare Two Inc.,Space Clash,10,487619,False,0.765,0.953,5,-6.254,0,0.0587,0.00097,0.867,0.0992,0.559,126.005,4,chicago-house
13365,Marshall Jefferson;George Smeddles;Paris Brightledge;DEL-30,It’s Alright - DEL-30 Remix,10,158511,False,0.661,0.975,9,-5.523,0,0.0481,0.048,0.00927,0.223,0.499,125.919,4,chicago-house
13366,DJ Sneak;Tripmastaz;Rare Two Inc.,Ass 9 Hunnit Fitty,9,441904,False,0.881,0.661,10,-7.216,0,0.0972,0.00118,0.883,0.0769,0.205,126.009,4,chicago-house
13367,Ten City,Put Love Where You Want It,9,316840,False,0.624,0.468,8,-15.441,1,0.0996,0.0473,2.19e-05,0.188,0.802,167.91,4,chicago-house
13368,Ron Trent,Traveler,10,495818,False,0.687,0.644,4,-12.455,1,0.046,0.101,0.866,0.0601,0.891,118.0,4,chicago-house
13369,Ten City,Feel It Too,10,164507,False,0.71,0.839,11,-6.57,1,0.072,0.00465,1.67e-06,0.324,0.604,124.007,4,chicago-house
13370,Ron Trent,City Beat,9,682666,False,0.804,0.947,2,-8.071,1,0.0488,0.00984,0.889,0.0647,0.666,122.018,4,chicago-house
13371,Ten City,Superficial People,10,274626,False,0.747,0.481,1,-15.525,0,0.0594,0.0153,1.13e-06,0.166,0.731,104.996,4,chicago-house
13372,Ron Trent,Time,10,453893,False,0.75,0.619,3,-12.241,0,0.0511,0.0266,0.894,0.0269,0.741,120.984,4,chicago-house
13373,Paul Johnson,Better Than This,11,259417,False,0.791,0.616,0,-11.594,0,0.0605,0.228,0.0682,0.0721,0.874,104.003,4,chicago-house
13374,Ten City,My Peace of Heaven - International Mix,9,548706,False,0.731,0.569,11,-13.978,0,0.0538,0.00109,0.0478,0.136,0.78,121.404,4,chicago-house
13375,Armando,100% of Dissin You - Mike's Original Mix,10,245506,False,0.57,0.889,0,-8.253,1,0.0777,0.00353,0.505,0.0709,0.782,126.261,4,chicago-house
13376,Ten City,Whatever Makes You Happy,10,286373,False,0.735,0.724,7,-13.796,1,0.0733,0.121,0.000238,0.148,0.817,119.9,4,chicago-house
13377,Armando,Pleasure Dome - mixed,10,149853,False,0.803,0.862,11,-10.293,1,0.0601,0.0806,0.899,0.152,0.389,126.633,3,chicago-house
13378,Cajmere;Sonny Fodera,CO2 Vapor Remix - Original Mix,10,387898,False,0.811,0.705,9,-8.783,1,0.0847,0.0768,0.833,0.104,0.654,118.997,4,chicago-house
13379,Armando,World Beat,11,318426,False,0.76,0.446,8,-11.894,0,0.0728,0.0117,0.882,0.0859,0.453,125.056,4,chicago-house
13380,"Steve ""Silk"" Hurley;Immaculate Styles;Lisa Shaw;Bad Boy Bill",I Wanna Let You Know (S&S Remixes) - Steve Silk Hurley S&S Epic Orchestration - Bad Boy Bill Edit,11,360483,False,0.791,0.796,10,-4.17,0,0.0805,0.00151,0.475,0.205,0.896,124.002,4,chicago-house
13381,Joe Smooth,Inside My Mind,10,415306,False,0.803,0.959,6,-3.609,1,0.0499,6.23e-05,0.555,0.0525,0.485,122.062,4,chicago-house
13382,Armando,One Hundred Precent of Dissin' You,11,243800,False,0.775,0.915,3,-5.873,0,0.0818,0.000137,0.931,0.123,0.844,129.091,4,chicago-house
13383,DJ Sneak,Reachin,11,341695,False,0.76,0.453,6,-10.387,0,0.0775,7.22e-06,0.805,0.0524,0.432,124.014,4,chicago-house
13384,Ten City,That's the Way Love Is - Underground Mix; Edit,49,255200,False,0.638,0.742,7,-11.421,1,0.0485,0.0111,9.45e-05,0.0762,0.698,120.772,4,chicago-house
13385,Armando,Morse Code,10,273600,True,0.804,0.708,11,-13.358,0,0.0829,0.0309,0.924,0.106,0.473,130.188,4,chicago-house
13386,Paul Johnson,Caliente Musica - Original Mix,10,319499,False,0.801,0.89,7,-9.064,1,0.0839,0.00665,0.886,0.089,0.768,129.756,4,chicago-house
13387,Glenn Underground,Midnight Groove,11,323133,False,0.769,0.83,1,-8.872,0,0.0414,0.000642,0.903,0.0573,0.385,126.562,3,chicago-house
13388,Robert Owens;Atjazz,Hearts And Soul - Christo'Disco Rinse'Remix,10,471050,False,0.802,0.753,2,-7.923,1,0.0324,0.00685,0.576,0.161,0.309,105.933,4,chicago-house
13389,Joe Smooth,Promised Land,9,201734,False,0.72,0.923,11,-4.494,0,0.0369,0.00297,0.0307,0.0997,0.592,128.744,4,chicago-house
13390,"Steve ""Silk"" Hurley;Sharon Pass",The Word Is Love (feat. Sharon Pass) - Silk's Original Mix Of Life (Mixed),10,202515,False,0.753,0.869,10,-5.224,0,0.03,9.04e-05,0.0566,0.0699,0.819,123.049,4,chicago-house
13391,"Steve ""Silk"" Hurley;Risse",House Train - Steve Silk Hurley's Original House Mix,11,429471,False,0.79,0.875,7,-5.985,1,0.0604,0.00248,0.623,0.127,0.597,119.04,4,chicago-house
13392,Chez Damier;Carl Craig,Help Myself - Reconstructed by Carl Craig,10,465889,False,0.82,0.856,9,-11.262,0,0.0378,0.00298,0.113,0.0813,0.515,126.465,4,chicago-house
13393,Robert Owens;Josh Butler,I'll Be Your Friend - Josh Butler Origins Remix,10,433801,False,0.818,0.643,10,-8.503,0,0.0502,0.00266,0.25,0.0943,0.196,124.854,4,chicago-house
13394,Chez Damier;Ron Trent,Foot Therapy,10,415848,False,0.727,0.669,9,-10.987,0,0.0577,0.0185,0.877,0.198,0.147,122.874,4,chicago-house
13395,"Farley ""Jackmaster"" Funk",The Acid Life - Extended Version,10,413640,True,0.745,0.983,4,-7.41,0,0.0704,0.000196,0.859,0.0659,0.433,123.248,4,chicago-house
13396,Ron Trent,The Ride (Bonus) - Mixed,9,260946,False,0.673,0.765,2,-8.83,0,0.0414,0.509,0.79,0.631,0.44,100.009,4,chicago-house
13397,Jomanda,Got a Love for You,10,309266,False,0.833,0.604,8,-12.002,0,0.055,0.0103,0.000446,0.052,0.97,120.313,4,chicago-house
13398,Ralphi Rosario;Xavier Gold,You Used to Hold Me - Mucho Michie House Mix,10,502400,False,0.79,0.347,8,-19.02,0,0.0625,0.000135,0.0429,0.0565,0.82,122.945,4,chicago-house
13399,Ten City,Satisfaction,10,284066,False,0.73,0.672,4,-14.152,0,0.0466,0.072,3.25e-06,0.167,0.824,122.544,4,chicago-house
13400,Larry Heard;Mr White,You Rock Me - Long Version,42,372640,False,0.782,0.575,7,-11.613,1,0.0279,0.034,0.0153,0.109,0.777,114.027,4,chicago-house
13401,Larry Heard,Missing You,37,396546,False,0.564,0.563,1,-13.075,0,0.0302,0.0134,0.000147,0.109,0.412,115.986,4,chicago-house
13402,Robert Hood;Claude Young;FJAAK,Onslaught - FJAAK Remix,39,455418,False,0.703,0.949,11,-8.06,1,0.0533,0.00294,0.895,0.109,0.262,132.0,4,chicago-house
13403,Mr. Fingers,Praise to the Vibes - Mr. Fingers Alternate Version,41,301774,False,0.783,0.471,8,-9.739,0,0.0749,0.00798,0.039,0.0725,0.713,116.022,4,chicago-house
13404,Jovonn,Blaque Magic,16,533638,False,0.665,0.942,4,-4.141,0,0.126,0.0105,0.901,0.0824,0.924,123.735,4,chicago-house
13405,Mr. Fingers,Can You Feel It,38,353801,False,0.654,0.605,11,-10.795,1,0.0494,0.212,0.925,0.0931,0.708,112.177,4,chicago-house
13406,Robert Hood,Range,10,408389,False,0.652,0.786,11,-12.14,0,0.0568,0.0718,0.943,0.11,0.494,141.068,4,chicago-house
13407,Paul Johnson,Y All Stole Them Dances - Original Mix,10,319352,False,0.804,0.851,11,-9.786,0,0.145,0.00101,0.0107,0.261,0.607,132.813,4,chicago-house
13408,Paul Johnson,I Like To Get Down,10,478899,False,0.592,0.89,1,-8.339,1,0.0502,0.000148,0.0233,0.111,0.25,122.277,4,chicago-house
13409,Paul Johnson,Follow This Beat,10,436680,False,0.707,0.886,10,-9.006,0,0.0422,0.0018,0.0627,0.305,0.63,125.185,4,chicago-house
13410,Felix Da Housecat,Wonderjoy,9,165365,False,0.643,0.741,2,-7.449,1,0.027,0.0115,0.000615,0.121,0.527,122.983,4,chicago-house
13411,Kenny Larkin,Glob,10,457386,False,0.705,0.851,8,-8.907,1,0.0896,0.00958,0.393,0.106,0.454,124.983,4,chicago-house
13412,Paul Johnson,Better Than This - Soul Talk Remix,10,244615,False,0.72,0.605,8,-11.393,1,0.0452,0.169,0.000559,0.081,0.68,104.005,4,chicago-house
13413,Mr. Fingers;Ron Wilson,Chains,10,378549,False,0.815,0.681,11,-10.065,0,0.0693,8.43e-05,0.201,0.05,0.547,122.753,4,chicago-house
13414,Jovonn,Hesperia Soul - Main Mix,10,394586,False,0.796,0.738,4,-8.22,1,0.0427,0.00154,0.859,0.0724,0.535,124.019,4,chicago-house
13415,Jovonn,Nite Roads,10,414765,False,0.671,0.83,9,-9.788,0,0.0404,0.00284,0.856,0.114,0.788,120.914,4,chicago-house
13416,Frankie Knuckles;Director's Cut;Eric Kupper;Jamie Principle,Your Love - Director's Cut Signature Mix - 2020 Remaster,10,562142,False,0.697,0.861,4,-6.774,0,0.0423,0.000336,0.804,0.361,0.684,126.013,4,chicago-house
13417,Barbara Tucker;Tuccillo;Crazibiza,One Desire - Crazibiza Remix,11,193548,False,0.779,0.864,11,-6.659,0,0.0454,0.0224,0.0035,0.392,0.732,124.005,4,chicago-house
13418,Larry Heard,Missing You - Jazz Cafe Mix,10,450893,False,0.803,0.364,6,-12.557,0,0.0646,0.0686,0.761,0.123,0.879,116.006,4,chicago-house
13419,Larry Heard,Feathers Floating - Original Mix,10,464371,False,0.741,0.612,7,-16.309,0,0.0413,0.133,0.92,0.108,0.624,117.029,4,chicago-house
13420,Larry Heard,Love's Arrival - Dub,10,405618,False,0.787,0.568,5,-13.768,1,0.0677,0.000375,0.874,0.0858,0.72,105.992,4,chicago-house
13421,Jovonn,Flutes - 165th Street Mix,9,335003,False,0.836,0.746,0,-9.648,1,0.0756,0.0049,0.407,0.0879,0.637,120.906,4,chicago-house
13422,Jovonn,This Thing is Jammin' - Original Mix,9,541248,False,0.804,0.599,11,-11.236,1,0.065,8.57e-05,0.921,0.0899,0.866,121.037,4,chicago-house
13423,Ralphi Rosario;Donna Blakely,Take Me Up - Ralphi's Epic Vox Dub,10,568446,False,0.897,0.648,2,-11.935,1,0.0986,0.191,0.711,0.105,0.433,125.981,4,chicago-house
13424,Mr. Fingers,We Can Work It Out,11,342994,False,0.74,0.423,11,-14.183,0,0.05,0.0433,0.000138,0.287,0.597,113.068,4,chicago-house
13425,Mr. Fingers,Alright,11,303368,False,0.719,0.456,5,-9.82,0,0.0306,0.0253,0.00224,0.156,0.69,113.938,4,chicago-house
13426,Barbara Tucker;Phonatics,Party - Club Mix,10,350981,False,0.804,0.564,5,-7.263,0,0.0807,0.0226,0.042,0.0766,0.815,124.015,4,chicago-house
13427,Mr. Fingers,What About This Love? - Dub Version,10,423880,False,0.678,0.692,3,-15.426,0,0.0315,0.115,0.93,0.0737,0.92,113.025,4,chicago-house
13428,Galaxy 2 Galaxy,Windchime,11,369720,False,0.541,0.751,0,-11.164,1,0.0278,0.0152,0.00926,0.156,0.416,130.567,4,chicago-house
13429,Mike Dunn,So Let It Be Houze!,10,399974,False,0.775,0.818,6,-7.112,0,0.103,0.00165,0.802,0.111,0.305,130.05,4,chicago-house
13430,Frankie Knuckles;Director's Cut;Eric Kupper;B.Slade;Sami Dee,Get over U - Director's Cut Mix - Sami Dee Edit,10,379097,False,0.773,0.82,1,-7.014,1,0.05,8.95e-05,0.337,0.0468,0.553,126.025,4,chicago-house
13431,Mike Dunn,Deep Lat'n Thoughts,11,424733,False,0.804,0.621,11,-13.006,0,0.103,0.000432,0.89,0.0391,0.387,124.005,4,chicago-house
13432,Felix Da Housecat,Moviedisco,10,203253,False,0.741,0.533,3,-11.564,0,0.0471,0.196,0.214,0.082,0.808,109.985,4,chicago-house
13433,Mike Dunn,If I Can't Get Down - Mixed,10,265333,False,0.812,0.619,10,-8.411,0,0.15,0.00253,0.104,0.0449,0.59,123.069,4,chicago-house
13434,Frankie Knuckles;Director's Cut;Eric Kupper;Jamie Principle;Moplen,I'll Take You There - Moplen Radio Version,10,278400,False,0.683,0.806,5,-6.119,0,0.031,0.000178,0.499,0.109,0.23,125.031,4,chicago-house
13435,Mike Dunn;LOA.,When The Dust Clears (feat. LOA.) - MD MixX,10,222600,False,0.818,0.733,0,-6.585,1,0.116,0.000559,4.77e-06,0.331,0.742,124.054,4,chicago-house
13436,Mr. Fingers,Waves Against the Shore,10,301601,False,0.768,0.444,7,-13.067,0,0.154,0.027,0.108,0.0577,0.95,216.558,3,chicago-house
13437,Frankie Knuckles;Director's Cut;Eric Kupper;Sybil,Let Yourself Go - A Director's Cut Master,10,518638,False,0.655,0.638,9,-7.4,1,0.0366,0.00109,0.00388,0.496,0.464,123.988,4,chicago-house
13438,Felix Da Housecat,What She Wants,11,308333,False,0.654,0.975,0,-4.76,1,0.241,0.0936,3.24e-05,0.336,0.66,190.044,3,chicago-house
13439,Felix Da Housecat,Romantique,11,125826,False,0.922,0.381,8,-8.91,1,0.124,0.0799,0.00279,0.62,0.658,115.017,4,chicago-house
13440,Felix Da Housecat,Sinner Winner - Let's Be Friends Remix,11,348000,False,0.642,0.992,9,-1.859,1,0.122,0.000242,0.162,0.196,0.303,119.968,4,chicago-house
13441,Mr. Fingers,Cerebral Hemispheres,10,340117,False,0.81,0.463,0,-14.37,0,0.0936,0.0155,0.913,0.0907,0.56,119.998,4,chicago-house
13442,Larry Heard,Tente Imaginar,10,645009,False,0.788,0.866,2,-10.566,1,0.0734,0.0398,0.646,0.0597,0.575,128.047,4,chicago-house
13443,Ralphi Rosario;Donna Blakely;lego,Take Me Up (feat. Donna Blakely) - Lego's Mix [Mixed],11,197323,False,0.905,0.932,5,-5.213,1,0.0489,0.0395,0.559,0.363,0.702,123.02,4,chicago-house
13444,Mr. Fingers,For So Long,10,313929,False,0.771,0.665,1,-14.662,1,0.0527,0.0183,0.925,0.0822,0.807,119.54,4,chicago-house
13445,Mike Dunn;Luke Solomon,If I Can't Get Down - Luke Solomon's Extended Clubland Remix,9,340665,False,0.788,0.841,7,-7.559,1,0.0697,0.0126,0.509,0.0537,0.618,124.008,4,chicago-house
13446,Felix Da Housecat,She Lives,10,185733,False,0.545,0.698,5,-9.75,0,0.0308,0.081,0.936,0.0987,0.636,140.987,4,chicago-house
13447,Mike Dunn;Luke Solomon,If I Can't Get Down - Luke Solomon's Clubland Remix,11,216791,False,0.78,0.843,7,-7.399,1,0.0781,0.0161,0.317,0.0594,0.665,124.022,4,chicago-house
13448,Ralphi Rosario,Brinca - The Definitive Vocal Mix,11,371612,False,0.813,0.862,10,-7.747,0,0.072,0.00829,0.0101,0.0926,0.521,123.901,4,chicago-house
13449,Ralphi Rosario,In The Night,10,327173,False,0.803,0.858,10,-9.847,0,0.0569,0.072,0.245,0.0901,0.881,122.333,4,chicago-house
13450,Tyree Cooper,Turn Up The Bass - Fast Eddie Scratch It Up Mix,41,298918,False,0.762,0.898,7,-6.208,0,0.142,0.000564,5.12e-06,0.122,0.349,126.657,4,chicago-house
13451,Aaron Smith;Malik Hart,Don't You Know - Live Bass Mix,24,513953,False,0.71,0.77,6,-4.839,0,0.189,0.181,0.00629,0.685,0.462,129.025,4,chicago-house
13452,Aaron Smith;Lauren Ritchie,Chords - Addiction Remix,16,340172,False,0.735,0.573,11,-7.273,1,0.0861,0.0192,0.000977,0.0852,0.699,126.988,4,chicago-house
13453,Aaron Smith;Bayete,I Need U 2 C - Matt Kerr vs. Dash Tortoriello Jazz Mix,16,265411,False,0.563,0.644,1,-5.678,0,0.0266,0.0402,0.0121,0.14,0.393,169.999,4,chicago-house
13454,Robert Hood,School,10,383106,False,0.785,0.686,7,-14.156,1,0.0569,7.25e-05,0.672,0.097,0.961,136.488,4,chicago-house
13455,DJ Skull,Get Em,8,524794,False,0.784,0.407,11,-16.57,1,0.107,0.000916,0.932,0.0967,0.6,136.973,4,chicago-house
13456,Robert Hood,Pattern St.,10,284547,False,0.607,0.943,10,-9.358,0,0.0395,0.0278,0.866,0.231,0.505,134.255,4,chicago-house
13457,Bad Boy Bill,Go to Work,9,161484,False,0.828,0.93,0,-5.609,1,0.0719,0.000529,0.663,0.0662,0.678,128.009,4,chicago-house
13458,Bad Boy Bill;Tamra Keenan,Unsaid (feat. Tamra Keenan),9,213750,False,0.619,0.863,4,-3.332,0,0.0336,0.00373,0.00612,0.223,0.197,127.944,4,chicago-house
13459,Robert Hood,Fiber,10,255422,False,0.802,0.884,10,-10.392,0,0.0536,0.00144,0.772,0.13,0.441,135.375,4,chicago-house
13460,Pal Joey,Partytime,9,387791,False,0.804,0.981,6,-7.529,1,0.0395,3.33e-05,0.921,0.045,0.742,123.836,4,chicago-house
13461,Bad Boy Bill,Hands Up,8,155625,False,0.737,0.966,5,-2.473,0,0.0504,0.00301,0.321,0.033,0.472,127.965,4,chicago-house
13462,Aaron Smith;Luvli,Dancin (feat. Luvli) - Original Mix,28,448773,False,0.685,0.909,1,-6.021,0,0.0568,1.43e-05,0.0719,0.057,0.643,131.001,4,chicago-house
13463,Bad Boy Bill;Nick Rockwell,Oye Mami,9,326880,False,0.728,0.903,7,-3.624,1,0.0751,6.7e-05,0.0325,0.062,0.185,125.016,4,chicago-house
13464,Chip E.,Time To Jack - Vocal Mix,9,320400,False,0.807,0.674,1,-10.832,1,0.0512,0.0201,0.51,0.107,0.743,124.653,4,chicago-house
13465,Bad Boy Bill;Nick Rockwell,Shake That Ass (ReWork),9,170551,False,0.597,0.865,10,-4.972,1,0.14,0.00468,0.000107,0.416,0.413,127.023,4,chicago-house
13466,Robert Hood;Claude Young,Onslaught - 2018 Remaster,10,330060,False,0.65,0.979,1,-7.821,1,0.105,0.000106,0.907,0.332,0.574,137.383,4,chicago-house
13467,Bad Boy Bill;Gettoblaster,Hustling for Horns,7,358064,False,0.904,0.907,4,-5.435,0,0.0571,0.000133,0.65,0.093,0.31,124.017,4,chicago-house
13468,J.M. Silk,I Can't Turn Around,8,230586,False,0.739,0.708,1,-9.338,1,0.0382,0.0216,0.00418,0.0666,0.822,125.916,4,chicago-house
13469,Mark Farina;Homero Espinosa,School Dayz,9,413828,False,0.847,0.813,0,-6.885,1,0.0613,0.00388,0.499,0.113,0.442,118.319,4,chicago-house
13470,Mark Farina;Homero Espinosa;Kid Enigma;King Kooba,I'm Lovin' It - Deep Dub,8,193991,False,0.803,0.855,9,-8.506,1,0.0384,9.45e-06,0.939,0.113,0.066,119.022,4,chicago-house
13471,Romanthony;Kevin McKay,Let Me Show You Love - Kevin McKay's Luv101 Edit,7,487933,False,0.961,0.235,0,-11.005,1,0.415,0.00174,0.000298,0.0758,0.539,121.058,4,chicago-house
13472,Fast Eddie;Sundance,Git On Up - The Fast Eddie Mix,9,299040,False,0.862,0.511,11,-16.915,0,0.0989,0.00133,0.00413,0.0489,0.88,124.818,4,chicago-house
13473,Fast Eddie;Mike Dunn;The Renegades,It's Gotta Be Funky,8,283278,False,0.83,0.933,6,-6.854,1,0.0708,0.0287,0.167,0.0743,0.738,122.552,4,chicago-house
13474,Mark Farina;Homero Espinosa,The Story,8,518977,False,0.757,0.722,8,-10.338,1,0.059,0.252,0.576,0.101,0.524,98.988,4,chicago-house
13475,Mark Farina,MoonShake,9,345077,False,0.807,0.65,7,-11.144,1,0.0668,4.35e-05,0.826,0.0425,0.71,123.955,4,chicago-house
13476,Roy Davis Jr.;Terry Dexter,Horizon (feat. Terry Dexter) - Original Mix,7,359026,False,0.791,0.674,7,-7.172,1,0.0411,0.00165,0.066,0.544,0.557,120.972,4,chicago-house
13477,Bad Boy Bill;Mijango;Nadine Renee,Costa Del Sol (feat. Nadine Renee) - Mijango's Remix,9,577680,False,0.68,0.889,11,-7.282,1,0.0405,0.0879,0.736,0.161,0.842,127.999,4,chicago-house
13478,Sterling Void;Paris Brightledge,It's Allright,8,411213,False,0.68,0.746,9,-8.989,0,0.0391,0.00626,0.000214,0.297,0.686,120.323,4,chicago-house
13479,Mark Farina;Homero Espinosa,Work.Groove - Original Mix,8,332512,False,0.811,0.456,7,-9.76,1,0.0749,0.075,0.884,0.0949,0.375,122.012,4,chicago-house
13480,Romanthony;PBR Streetgang,Bring U Up - PBR Streetgang Remix,8,491900,False,0.807,0.708,1,-9.762,1,0.0648,0.00294,0.732,0.127,0.593,120.998,4,chicago-house
13481,Fast Eddie,Can U Still Dance,9,248571,False,0.75,0.865,4,-7.656,0,0.0661,0.000235,0.0726,0.0482,0.629,124.682,4,chicago-house
13482,Jesse Saunders;Sound Syndicate,Now That We Found Love - DubStrumental,8,406636,False,0.807,0.698,10,-12.233,0,0.0578,0.00181,0.442,0.0819,0.421,126.002,4,chicago-house
13483,Robert Hood,Red Machine,10,336675,False,0.605,0.807,6,-10.032,0,0.0447,0.000157,0.728,0.0877,0.36,128.999,3,chicago-house
13484,Fast Eddie,Hip House - Deep Mix,8,253658,False,0.898,0.666,7,-8.2,1,0.106,0.00258,0.0311,0.0984,0.557,122.766,4,chicago-house
13485,Mark Farina,Got My Snacks,7,392829,False,0.799,0.548,8,-9.992,0,0.0639,0.00583,0.793,0.0699,0.32,127.7,4,chicago-house
13486,Roy Davis Jr.,Michael - Radio Edit,9,491906,False,0.778,0.701,3,-10.438,1,0.0341,0.00823,0.864,0.0749,0.961,124.992,4,chicago-house
13487,Romanthony,Down 4 U - Extended Version; 2017 Remaster,8,507832,False,0.885,0.592,5,-6.898,0,0.0599,0.000285,0.0934,0.0555,0.708,128.389,4,chicago-house
13488,Mark Farina;Kaskade,To Do - Kaskade's Carry On Mix,8,369653,False,0.839,0.707,0,-8.153,1,0.0674,0.00346,0.739,0.478,0.753,126.003,4,chicago-house
13489,Mark Farina;Homero Espinosa,Good Vibrations - Mixed,8,232210,False,0.67,0.754,5,-6.939,0,0.0527,0.00226,0.824,0.0907,0.642,124.026,4,chicago-house
13490,Virgo Four,Do You Know Who You Are?,8,287466,False,0.673,0.66,2,-10.472,1,0.0463,0.000463,0.848,0.0906,0.495,118.876,4,chicago-house
13491,Bad Boy Bill;Alyssa Palmer,Falling Anthem,10,270013,False,0.818,0.709,0,-5.417,1,0.0358,0.00155,0.0424,0.0868,0.723,127.976,4,chicago-house
